,instance,alg,nodes,first_primal,ttfs,first_primal_gap,primal,dual,time,mem,primal_integral,expanded/fails/iters,generated/branches/nodes,primal_intergal
1027,lin318-99.3,CP-ADD-nofirst,318,0,0,0,0,31.0,1800.19,0,0,343,105162,-1
1028,rat783-481.4,CP-ADD-nofirst,783,0,0,0,0,1.0,1800.47,0,0,9,610014,-1
1029,lin318-99.3,CP-RANK-DEL-nofirst,318,588651.5,30.68,5.205338412364466,265918.9,0.0,3180.08,0,0,70521,236416,3.684098941455073
1030,berlin52-10.4,CP-DEL-nofirst,52,0,0,0,0,0.0,1800.0,0,0,65086,133496,-1
1031,berlin52-13.2,CP-DEL-nofirst,52,28255.0,0.84,0.8510195879603796,16657.0,365.0,1800.01,0,0,947698,1931105,0.11325440633575037
1032,eil101-27.5,CP-DEL-nofirst,101,3194.0,170.15,1.663998892580703,1332.0,12.0,1800.01,0,0,317050,652873,0.2625301147428228
1033,gr202-67.3,CP-DEL-nofirst,202,789.0,30.94,0.057640750670241284,756.0,20.0,1800.1,0,0,702046,1455521,0.022505190646410482
1034,lin318-99.3,CP-DEL-nofirst,318,0,0,0,0,0.0,1800.22,0,0,343,105162,-1
1035,fl417-160.6,CP-DEL-nofirst,417,0,0,0,0,0.0,1800.19,0,0,99,188816,-1
1036,d657-322.7,CP-DEL-nofirst,657,0,0,0,0,0.0,1801.11,0,0,32,513571,-1
1037,rat783-481.4,CP-DEL-nofirst,783,0,0,0,0,0.0,1800.55,0,0,9,610014,-1
